Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005280.1	Chromosome		NW_024605330.1	unplaced-scaffold	4481		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005281.1	Chromosome		NW_024606286.1	unplaced-scaffold	7599		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005282.1	Chromosome		NW_024604361.1	unplaced-scaffold	3139		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005283.1	Chromosome		NW_024608128.1	unplaced-scaffold	50141		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005284.1	Chromosome		NW_024604921.1	unplaced-scaffold	3973		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005285.1	Chromosome		NW_024608528.1	unplaced-scaffold	65985		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005286.1	Chromosome		NW_024606014.1	unplaced-scaffold	6360		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005287.1	Chromosome		NW_024605210.1	unplaced-scaffold	4297		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005290.1	Chromosome		NW_024607964.1	unplaced-scaffold	43348		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005291.1	Chromosome		NW_024607848.1	unplaced-scaffold	39525		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005292.1	Chromosome		NW_024608277.1	unplaced-scaffold	55863		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005293.1	Chromosome		NW_024605453.1	unplaced-scaffold	4696		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005294.1	Chromosome		NW_024607571.1	unplaced-scaffold	30203		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005295.1	Chromosome		NW_024606869.1	unplaced-scaffold	13006		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005296.1	Chromosome		NW_024606812.1	unplaced-scaffold	12321		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005297.1	Chromosome		NW_024605150.1	unplaced-scaffold	4221		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005298.1	Chromosome		NW_024607969.1	unplaced-scaffold	43526		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005299.1	Chromosome		NW_024604711.1	unplaced-scaffold	3690		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005300.1	Chromosome		NW_024603793.1	unplaced-scaffold	2105		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005302.1	Chromosome		NW_024605506.1	unplaced-scaffold	4806		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005305.1	Chromosome		NW_024603295.1	unplaced-scaffold	1332		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005306.1	Chromosome		NW_024607398.1	unplaced-scaffold	25237		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005307.1	Chromosome		NW_024608746.1	unplaced-scaffold	78485		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005308.1	Chromosome		NW_024605009.1	unplaced-scaffold	4069		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005309.1	Chromosome		NW_024603369.1	unplaced-scaffold	1444		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005310.1	Chromosome		NW_024606061.1	unplaced-scaffold	6536		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005312.1	Chromosome		NW_024603122.1	unplaced-scaffold	1147		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005313.1	Chromosome		NW_024604297.1	unplaced-scaffold	3002		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005314.1	Chromosome		NW_024605900.1	unplaced-scaffold	5938		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005315.1	Chromosome		NW_024602958.1	unplaced-scaffold	955		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005318.1	Chromosome		NW_024604426.1	unplaced-scaffold	3256		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005320.1	Chromosome		NW_024608439.1	unplaced-scaffold	62818		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005321.1	Chromosome		NW_024603599.1	unplaced-scaffold	1765		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005322.1	Chromosome		NW_024608227.1	unplaced-scaffold	54321		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005323.1	Chromosome		NW_024606049.1	unplaced-scaffold	6488		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005325.1	Chromosome		NW_024608800.1	unplaced-scaffold	81907		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005326.1	Chromosome		NW_024604517.1	unplaced-scaffold	3404		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005327.1	Chromosome		NW_024605623.1	unplaced-scaffold	5071		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005329.1	Chromosome		NW_024607337.1	unplaced-scaffold	23630		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005330.1	Chromosome		NW_024603517.1	unplaced-scaffold	1643		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005331.1	Chromosome		NW_024607704.1	unplaced-scaffold	34325		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005333.1	Chromosome		NW_024604701.1	unplaced-scaffold	3676		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005334.1	Chromosome		NW_024606734.1	unplaced-scaffold	11323		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005335.1	Chromosome		NW_024604486.1	unplaced-scaffold	3375		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005337.1	Chromosome		NW_024603987.1	unplaced-scaffold	2478		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005338.1	Chromosome		NW_024603746.1	unplaced-scaffold	2023		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005340.1	Chromosome		NW_024608573.1	unplaced-scaffold	68154		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005341.1	Chromosome		NW_024602606.1	unplaced-scaffold	667		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005342.1	Chromosome		NW_024605916.1	unplaced-scaffold	6018		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005343.1	Chromosome		NW_024604569.1	unplaced-scaffold	3501		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005344.1	Chromosome		NW_024605374.1	unplaced-scaffold	4558		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005345.1	Chromosome		NW_024609340.1	unplaced-scaffold	143479		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005346.1	Chromosome		NW_024605367.1	unplaced-scaffold	4541		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005348.1	Chromosome		NW_024602833.1	unplaced-scaffold	847		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005349.1	Chromosome		NW_024605208.1	unplaced-scaffold	4292		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005350.1	Chromosome		NW_024608170.1	unplaced-scaffold	51883		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005351.1	Chromosome		NW_024607404.1	unplaced-scaffold	25409		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005353.1	Chromosome		NW_024602341.1	unplaced-scaffold	521		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005354.1	Chromosome		NW_024605037.1	unplaced-scaffold	4088		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005355.1	Chromosome		NW_024605262.1	unplaced-scaffold	4374		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005356.1	Chromosome		NW_024602505.1	unplaced-scaffold	609		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005357.1	Chromosome		NW_024608042.1	unplaced-scaffold	46278		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005358.1	Chromosome		NW_024604699.1	unplaced-scaffold	3669		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005359.1	Chromosome		NW_024603799.1	unplaced-scaffold	2119		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005361.1	Chromosome		NW_024602827.1	unplaced-scaffold	840		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005362.1	Chromosome		NW_024607554.1	unplaced-scaffold	29685		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005363.1	Chromosome		NW_024608065.1	unplaced-scaffold	47228		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005364.1	Chromosome		NW_024605898.1	unplaced-scaffold	5927		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005365.1	Chromosome		NW_024603955.1	unplaced-scaffold	2419		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005366.1	Chromosome		NW_024603959.1	unplaced-scaffold	2425		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005367.1	Chromosome		NW_024605803.1	unplaced-scaffold	5601		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005368.1	Chromosome		NW_024605131.1	unplaced-scaffold	4203		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005369.1	Chromosome		NW_024607892.1	unplaced-scaffold	40713		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005370.1	Chromosome		NW_024603359.1	unplaced-scaffold	1436		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005371.1	Chromosome		NW_024608804.1	unplaced-scaffold	82180		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005372.1	Chromosome		NW_024605583.1	unplaced-scaffold	4990		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005373.1	Chromosome		NW_024606762.1	unplaced-scaffold	11737		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005374.1	Chromosome		NW_024607246.1	unplaced-scaffold	21236		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005375.1	Chromosome		NW_024608416.1	unplaced-scaffold	61882		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005377.1	Chromosome		NW_024608821.1	unplaced-scaffold	83341		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005378.1	Chromosome		NW_024607177.1	unplaced-scaffold	19541		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005380.1	Chromosome		NW_024604389.1	unplaced-scaffold	3186		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005383.1	Chromosome		NW_024607301.1	unplaced-scaffold	22641		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005384.1	Chromosome		NW_024603775.1	unplaced-scaffold	2070		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005385.1	Chromosome		NW_024607520.1	unplaced-scaffold	28676		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005386.1	Chromosome		NW_024605155.1	unplaced-scaffold	4228		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005387.1	Chromosome		NW_024607451.1	unplaced-scaffold	26572		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005388.1	Chromosome		NW_024605701.1	unplaced-scaffold	5288		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005389.1	Chromosome		NW_024603142.1	unplaced-scaffold	1175		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005390.1	Chromosome		NW_024604370.1	unplaced-scaffold	3150		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005391.1	Chromosome		NW_024605316.1	unplaced-scaffold	4457		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005392.1	Chromosome		NW_024602845.1	unplaced-scaffold	865		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005393.1	Chromosome		NW_024602806.1	unplaced-scaffold	822		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005396.1	Chromosome		NW_024609546.1	unplaced-scaffold	215032		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005397.1	Chromosome		NW_024605814.1	unplaced-scaffold	5632		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005398.1	Chromosome		NW_024607092.1	unplaced-scaffold	17439		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005399.1	Chromosome		NW_024604786.1	unplaced-scaffold	3789		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005400.1	Chromosome		NW_024604154.1	unplaced-scaffold	2740		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005401.1	Chromosome		NW_024602470.1	unplaced-scaffold	589		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005402.1	Chromosome		NW_024605361.1	unplaced-scaffold	4535		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005403.1	Chromosome		NW_024609270.1	unplaced-scaffold	130675		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005404.1	Chromosome		NW_024603674.1	unplaced-scaffold	1888		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005405.1	Chromosome		NW_024604433.1	unplaced-scaffold	3270		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005406.1	Chromosome		NW_024605891.1	unplaced-scaffold	5908		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005407.1	Chromosome		NW_024607287.1	unplaced-scaffold	22070		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005408.1	Chromosome		NW_024607983.1	unplaced-scaffold	43786		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005411.1	Chromosome		NW_024606914.1	unplaced-scaffold	13712		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005412.1	Chromosome		NW_024608210.1	unplaced-scaffold	53556		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005413.1	Chromosome		NW_024608087.1	unplaced-scaffold	48389		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005414.1	Chromosome		NW_024603437.1	unplaced-scaffold	1531		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005417.1	Chromosome		NW_024604081.1	unplaced-scaffold	2628		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005418.1	Chromosome		NW_024602706.1	unplaced-scaffold	740		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005419.1	Chromosome		NW_024605413.1	unplaced-scaffold	4633		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005420.1	Chromosome		NW_024603770.1	unplaced-scaffold	2062		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005421.1	Chromosome		NW_024609244.1	unplaced-scaffold	126786		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005422.1	Chromosome		NW_024609181.1	unplaced-scaffold	118182		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005423.1	Chromosome		NW_024604531.1	unplaced-scaffold	3425		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005424.1	Chromosome		NW_024609578.1	unplaced-scaffold	230982		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005425.1	Chromosome		NW_024607542.1	unplaced-scaffold	29313		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005427.1	Chromosome		NW_024609730.1	unplaced-scaffold	358055		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005428.1	Chromosome		NW_024606282.1	unplaced-scaffold	7580		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005430.1	Chromosome		NW_024606497.1	unplaced-scaffold	8966		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005431.1	Chromosome		NW_024607633.1	unplaced-scaffold	32447		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005432.1	Chromosome		NW_024604897.1	unplaced-scaffold	3940		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005433.1	Chromosome		NW_024603690.1	unplaced-scaffold	1922		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005435.1	Chromosome		NW_024608428.1	unplaced-scaffold	62502		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005436.1	Chromosome		NW_024606160.1	unplaced-scaffold	6943		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005437.1	Chromosome		NW_024605103.1	unplaced-scaffold	4166		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005439.1	Chromosome		NW_024604470.1	unplaced-scaffold	3332		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005440.1	Chromosome		NW_024604225.1	unplaced-scaffold	2862		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005441.1	Chromosome		NW_024607884.1	unplaced-scaffold	40530		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005442.1	Chromosome		NW_024604008.1	unplaced-scaffold	2515		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005443.1	Chromosome		NW_024603697.1	unplaced-scaffold	1937		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005445.1	Chromosome		NW_024607926.1	unplaced-scaffold	42218		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005446.1	Chromosome		NW_024609306.1	unplaced-scaffold	135667		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005447.1	Chromosome		NW_024609465.1	unplaced-scaffold	182647		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005448.1	Chromosome		NW_024603123.1	unplaced-scaffold	1152		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005449.1	Chromosome		NW_024607944.1	unplaced-scaffold	42820		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005450.1	Chromosome		NW_024609291.1	unplaced-scaffold	133471		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005452.1	Chromosome		NW_024609132.1	unplaced-scaffold	112375		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005453.1	Chromosome		NW_024609102.1	unplaced-scaffold	108117		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005454.1	Chromosome		NW_024606531.1	unplaced-scaffold	9202		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005459.1	Chromosome		NW_024605011.1	unplaced-scaffold	4070		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005460.1	Chromosome		NW_024603824.1	unplaced-scaffold	2150		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005461.1	Chromosome		NW_024603197.1	unplaced-scaffold	1227		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005462.1	Chromosome		NW_024608064.1	unplaced-scaffold	47191		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005463.1	Chromosome		NW_024607642.1	unplaced-scaffold	32653		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005464.1	Chromosome		NW_024603902.1	unplaced-scaffold	2332		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005465.1	Chromosome		NW_024607222.1	unplaced-scaffold	20551		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005466.1	Chromosome		NW_024605529.1	unplaced-scaffold	4856		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005468.1	Chromosome		NW_024606361.1	unplaced-scaffold	8054		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005469.1	Chromosome		NW_024607863.1	unplaced-scaffold	39833		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005470.1	Chromosome		NW_024605122.1	unplaced-scaffold	4190		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005472.1	Chromosome		NW_024609313.1	unplaced-scaffold	137547		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005473.1	Chromosome		NW_024602514.1	unplaced-scaffold	613		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005474.1	Chromosome		NW_024602909.1	unplaced-scaffold	914		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005475.1	Chromosome		NW_024603729.1	unplaced-scaffold	1999		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005476.1	Chromosome		NW_024607483.1	unplaced-scaffold	27393		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005477.1	Chromosome		NW_024602625.1	unplaced-scaffold	685		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005478.1	Chromosome		NW_024608702.1	unplaced-scaffold	75653		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005479.1	Chromosome		NW_024609287.1	unplaced-scaffold	132758		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005482.1	Chromosome		NW_024604401.1	unplaced-scaffold	3218		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005483.1	Chromosome		NW_024605174.1	unplaced-scaffold	4254		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005485.1	Chromosome		NW_024606939.1	unplaced-scaffold	14213		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005488.1	Chromosome		NW_024606117.1	unplaced-scaffold	6745		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005489.1	Chromosome		NW_024604386.1	unplaced-scaffold	3181		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005490.1	Chromosome		NW_024603096.1	unplaced-scaffold	1120		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005491.1	Chromosome		NW_024602683.1	unplaced-scaffold	728		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005493.1	Chromosome		NW_024607232.1	unplaced-scaffold	20937		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005494.1	Chromosome		NW_024604491.1	unplaced-scaffold	3384		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005495.1	Chromosome		NW_024602357.1	unplaced-scaffold	532		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005497.1	Chromosome		NW_024605313.1	unplaced-scaffold	4444		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005498.1	Chromosome		NW_024607609.1	unplaced-scaffold	31792		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005500.1	Chromosome		NW_024602534.1	unplaced-scaffold	625		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005501.1	Chromosome		NW_024607178.1	unplaced-scaffold	19623		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005502.1	Chromosome		NW_024609207.1	unplaced-scaffold	122117		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005503.1	Chromosome		NW_024609105.1	unplaced-scaffold	108712		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005504.1	Chromosome		NW_024605158.1	unplaced-scaffold	4229		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005506.1	Chromosome		NW_024602406.1	unplaced-scaffold	554		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005507.1	Chromosome		NW_024605247.1	unplaced-scaffold	4345		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005508.1	Chromosome		NW_024605899.1	unplaced-scaffold	5930		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005510.1	Chromosome		NW_024604164.1	unplaced-scaffold	2760		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005511.1	Chromosome		NW_024604013.1	unplaced-scaffold	2532		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005513.1	Chromosome		NW_024606285.1	unplaced-scaffold	7591		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005515.1	Chromosome		NW_024605166.1	unplaced-scaffold	4238		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005516.1	Chromosome		NW_024605153.1	unplaced-scaffold	4225		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005517.1	Chromosome		NW_024605259.1	unplaced-scaffold	4371		
